date,portcalls,import,export
2025-08-08,0,0,0
2025-08-09,1,0,8634
2025-08-10,1,2750,3160
2025-08-11,0,0,0
2025-08-12,1,224,694
2025-08-13,0,0,0
2025-08-14,3,6250,6971
2025-08-15,1,3570,0
2025-08-16,0,0,0
2025-08-17,1,0,4799
2025-08-18,2,29673,4497
2025-08-19,3,62182,2081
2025-08-20,0,0,0
2025-08-21,2,2750,10676
2025-08-22,1,6517,0
2025-08-23,2,2750,20813
2025-08-24,2,30268,3160
2025-08-25,2,8759,2081
2025-08-26,1,0,12713
2025-08-27,1,2750,3160
2025-08-28,1,2750,3160
2025-08-29,1,3454,0
2025-08-30,3,1858,10409
2025-08-31,2,8456,0
2025-09-01,2,27823,1202
2025-09-02,0,0,0
2025-09-03,0,0,0
2025-09-04,0,0,0
2025-09-05,2,6783,0
2025-09-06,1,16694,0
2025-09-07,0,0,0
2025-09-08,2,0,4876
2025-09-09,1,0,528
2025-09-10,1,0,3363
2025-09-11,1,0,7350
2025-09-12,2,11678,0
2025-09-13,1,0,13351
2025-09-14,2,2750,3160
2025-09-15,1,3936,0
2025-09-16,1,2725,0
2025-09-17,2,14610,0
2025-09-18,0,0,0
2025-09-19,1,3523,0
2025-09-20,0,0,0
2025-09-21,2,0,16984
2025-09-22,2,4039,14093
2025-09-23,2,3948,3160
2025-09-24,1,4856,0
2025-09-25,3,2725,8202
2025-09-26,2,1858,3227
2025-09-27,1,0,6941
2025-09-28,1,1858,2081
2025-09-29,0,0,0
2025-09-30,0,0,0
2025-10-01,0,0,0
2025-10-02,1,0,2484
2025-10-03,2,11025,0
2025-10-04,1,2705,0
2025-10-05,2,7356,3160
2025-10-06,0,0,0
2025-10-07,1,0,5457
2025-10-08,2,50926,14030
2025-10-09,1,0,16865
2025-10-10,1,3392,0
2025-10-11,0,0,0
2025-10-12,0,0,0
2025-10-13,0,0,0
2025-10-14,1,0,11281
2025-10-15,2,5057,2337
2025-10-16,1,0,1234
2025-10-17,1,3000,0
2025-10-18,1,0,661
2025-10-19,2,3921,7981
2025-10-20,2,10308,2111
2025-10-21,2,2750,3160
2025-10-22,0,0,0
2025-10-23,0,0,0
2025-10-24,3,11594,0
2025-10-25,2,6449,10952
2025-10-26,0,0,0
2025-10-27,3,10574,5834
2025-10-28,1,12368,0
2025-10-29,1,2551,0
2025-10-30,1,0,1554
2025-10-31,2,3475,8879
2025-11-01,1,2750,3160
2025-11-02,2,2750,3160
2025-11-03,2,14446,1277
2025-11-04,0,0,0
2025-11-05,1,2750,3160
2025-11-06,2,0,8246
2025-11-07,1,1134,0
2025-11-08,1,60763,0
2025-11-09,1,13534,1277
2025-11-10,0,0,0
2025-11-11,1,2750,3160
2025-11-12,1,0,0
2025-11-13,0,0,0
2025-11-14,0,0,0
2025-11-15,0,0,0
2025-11-16,0,0,0
2025-11-17,1,5865,0
2025-11-18,0,0,0
2025-11-19,0,0,0
2025-11-20,1,0,15211
2025-11-21,0,0,0
2025-11-22,1,2193,0
2025-11-23,1,4960,0
2025-11-24,1,3027,0
2025-11-25,1,2817,0
2025-11-26,0,0,0
2025-11-27,1,0,1752
2025-11-28,2,4935,8504
2025-11-29,1,0,11882
2025-11-30,0,0,0
2025-12-01,0,0,0
2025-12-02,1,2750,3160
2025-12-03,1,0,547
2025-12-04,2,4960,5788
2025-12-05,3,23677,2904
2025-12-06,0,0,0
2025-12-07,2,5619,0
2025-12-08,2,11164,907
2025-12-09,0,0,0
2025-12-10,2,1319,635
2025-12-11,1,0,4631
2025-12-12,2,9505,3126
2025-12-13,1,0,7202
2025-12-14,2,17802,0
2025-12-15,2,1261,4053
2025-12-16,1,2725,0
2025-12-17,3,84462,3160
2025-12-18,0,0,0
2025-12-19,2,9600,3160
2025-12-20,0,0,0
2025-12-21,1,0,1987
2025-12-22,1,2725,0
2025-12-23,0,0,0
2025-12-24,0,0,0
2025-12-25,0,0,0
2025-12-26,2,15746,0
2025-12-27,0,0,0
2025-12-28,0,0,0
2025-12-29,2,4381,0
2025-12-30,1,0,3419
2025-12-31,1,10735,0
2026-01-01,1,8550,0
2026-01-02,2,804,7252
2026-01-03,0,0,0
2026-01-04,1,0,975
2026-01-05,2,2750,9862
2026-01-06,1,8671,0
2026-01-07,0,0,0
2026-01-08,0,0,0
2026-01-09,1,0,4768
2026-01-10,2,0,13768
2026-01-11,2,5031,6030
2026-01-12,2,8558,0
2026-01-13,0,0,0
2026-01-14,4,15392,20449
2026-01-15,2,2750,7699
2026-01-16,3,5039,4103
2026-01-17,1,12323,0
2026-01-18,0,0,0
2026-01-19,2,2750,5657
2026-01-20,1,1858,2081
2026-01-21,0,0,0
2026-01-22,2,2750,14131
2026-01-23,4,28339,981
2026-01-24,1,6733,0
2026-01-25,2,0,27601
2026-01-26,1,0,1219
2026-01-27,0,0,0
2026-01-28,1,61067,0
2026-01-29,1,2750,3160
2026-01-30,0,0,0
2026-01-31,2,0,5894
2026-02-01,0,0,0
2026-02-02,2,15889,5208
2026-02-03,1,4423,0
2026-02-04,1,3451,0
2026-02-05,1,4530,0
2026-02-06,1,6361,0
2026-02-07,2,2750,16378
2026-02-08,2,2710,4802
2026-02-09,2,2725,0
2026-02-10,1,0,6289
2026-02-11,3,6449,3160
2026-02-12,1,4004,0
2026-02-13,0,0,0
2026-02-14,1,20253,0
2026-02-15,3,2725,5203
2026-02-16,1,2750,3160
2026-02-17,1,0,309
2026-02-18,2,2750,4844
2026-02-19,1,6504,0
2026-02-20,2,0,11827
2026-02-21,2,8601,8926
2026-02-22,3,6615,6769
2026-02-23,1,11927,0
2026-02-24,0,0,0
2026-02-25,1,0,7324
2026-02-26,3,11543,13536
2026-02-27,1,4822,0
2026-02-28,2,3776,13357
2026-03-01,1,4538,0
2026-03-02,1,7924,0
2026-03-03,0,0,0
2026-03-04,0,0,0
2026-03-05,1,3006,0
2026-03-06,2,2191,1687
2026-03-07,1,0,15973
2026-03-08,0,0,0
2026-03-09,3,52239,261
2026-03-10,1,0,0
2026-03-11,2,905,11546
2026-03-12,0,0,0
2026-03-13,2,16284,4438
2026-03-14,1,0,7516
2026-03-15,1,0,1989
2026-03-16,2,2752,7631
2026-03-17,2,2750,6579
2026-03-18,1,25579,0
2026-03-19,2,0,14689
2026-03-20,1,3092,0
2026-03-21,1,2750,3160
2026-03-22,1,0,3375
2026-03-23,2,23693,0
2026-03-24,4,20442,2081
2026-03-25,1,73202,0
2026-03-26,2,0,4742
2026-03-27,0,0,0
2026-03-28,1,0,2018
2026-03-29,1,4923,0
2026-03-30,1,0,6607
2026-03-31,1,2750,3160
2026-04-01,1,0,7441
2026-04-02,2,4960,6877
2026-04-03,2,4421,0
2026-04-04,2,3288,5382
2026-04-05,1,2593,0
2026-04-06,1,0,7366
2026-04-07,1,11523,0
2026-04-08,2,0,4217
2026-04-09,1,27823,0
2026-04-10,1,2477,0
2026-04-11,1,0,12662
2026-04-12,2,9136,0
2026-04-13,1,2750,3160
2026-04-14,1,0,1546
2026-04-15,0,0,0
2026-04-16,2,0,1508
2026-04-17,0,0,0
2026-04-18,2,22258,0
2026-04-19,0,0,0
2026-04-20,0,0,0
2026-04-21,1,2750,3160
2026-04-22,0,0,0
2026-04-23,0,0,0
2026-04-24,3,2850,12962
2026-04-25,2,0,9597
2026-04-26,0,0,0
2026-04-27,1,13534,1277
2026-04-28,1,0,4503
2026-04-29,1,12054,0
2026-04-30,0,0,0
2026-05-01,1,0,979
2026-05-02,2,12197,0
2026-05-03,2,2750,6986
2026-05-04,1,0,8152
2026-05-05,1,0,6166
2026-05-06,1,1910,0
2026-05-07,3,16011,2598
2026-05-08,2,13641,25309
2026-05-09,1,0,1155
2026-05-10,1,1858,2081
2026-05-11,1,11803,0
2026-05-12,2,8304,0
2026-05-13,0,0,0
2026-05-14,1,0,5495
2026-05-15,2,13951,0
2026-05-16,2,0,2636
2026-05-17,0,0,0
2026-05-18,1,0,5308
2026-05-19,1,13534,1277
2026-05-20,1,0,0
2026-05-21,2,13393,0
2026-05-22,1,1858,2081
2026-05-23,2,0,19014
2026-05-24,1,0,0
2026-05-25,1,0,2018
2026-05-26,0,0,0
2026-05-27,3,5500,9317
2026-05-28,2,24099,0
2026-05-29,0,0,0
2026-05-30,0,0,0
2026-05-31,0,0,0
2026-06-01,2,20001,1973
2026-06-02,2,5391,3160
2026-06-03,2,13534,11220
2026-06-04,1,992,0
2026-06-05,0,0,0
2026-06-06,1,0,2451
2026-06-07,0,0,0
2026-06-08,2,8493,0
2026-06-09,1,0,3381
2026-06-10,1,0,3654
2026-06-11,1,0,0
2026-06-12,2,3429,12004
2026-06-13,3,6094,6175
2026-06-14,1,0,3849
2026-06-15,1,0,17193
2026-06-16,1,0,945
2026-06-17,2,44170,0
2026-06-18,2,18969,1277
2026-06-19,1,4960,0
2026-06-20,1,0,9800
2026-06-21,2,2570,754
2026-06-22,0,0,0
2026-06-23,1,0,4477
2026-06-24,1,0,1624
2026-06-25,1,13534,1277
2026-06-26,1,500,0
2026-06-27,1,0,132
2026-06-28,0,0,0
2026-06-29,1,7574,0
2026-06-30,2,6413,3160
2026-07-01,1,0,2252
2026-07-02,4,61863,18716
2026-07-03,1,0,0
2026-07-04,3,4533,3990
2026-07-05,1,0,1049
2026-07-06,2,0,38292
2026-07-07,3,5500,6321
2026-07-08,1,3015,0
2026-07-09,1,2990,0
2026-07-10,1,0,2460
2026-07-11,1,0,6733
2026-07-12,1,13534,1277
2026-07-13,1,3693,0
2026-07-14,0,0,0
2026-07-15,1,94885,0
2026-07-16,1,8373,0
2026-07-17,0,0,0
2026-07-18,1,2750,3160
2026-07-19,0,0,0
2026-07-20,0,0,0
2026-07-21,1,13534,1277
2026-07-22,0,0,0
2026-07-23,3,5823,2081
2026-07-24,1,5509,0
2026-07-25,0,0,0
2026-07-26,2,1838,1122
2026-07-27,0,0,0
2026-07-28,0,0,0
2026-07-29,2,2750,8143
2026-07-30,2,1488,3329
2026-07-31,0,0,0
2026-08-01,3,28041,0
2026-08-02,1,18363,0
2026-08-03,1,0,17723
2026-08-04,0,0,0
2026-08-05,2,21434,0
2026-08-06,2,33258,0
2026-08-07,1,13534,1277
2026-08-08,2,6818,2081
2026-08-09,0,0,0
2026-08-10,1,0,1199
2026-08-11,0,0,0
2026-08-12,3,8559,2728
2026-08-13,1,3958,0
2026-08-14,2,14515,1277
2026-08-15,1,2725,0
2026-08-16,1,2750,3160
2026-08-17,1,60270,0
2026-08-18,0,0,0
2026-08-19,1,0,0
2026-08-20,3,0,5698
2026-08-21,1,0,10925
2026-08-22,2,2450,1982
2026-08-23,2,6622,3160
2026-08-24,1,7866,0
2026-08-25,4,5372,10374
2026-08-26,0,0,0
2026-08-27,1,6410,0
2026-08-28,1,2750,3160
