Date,Temperature,Rainfall,WindSpeed,temp_rolling7,rain_rolling7,wind_rolling7,temp_lag7,rain_lag7,wind_lag7,temp_lag14,rain_lag14,wind_lag14
2020-01-15,-2.1867761351973263,-0.8262462200978942,-0.9008235339899909,-2.059562087017669,-0.9108718545189701,-0.5981713991112786,-1.7844479567579963,-0.8220123294633344,-0.6904330708163867,-2.079336632911616,-0.5844723134410448,-0.4628041035591094
2020-01-16,-2.151544136252531,-0.8213592027844416,-0.6771934125754849,-2.0798116482783464,-0.9166809363830901,-0.5490764227706195,-2.0137047216737978,-0.7850286701215834,-0.9918255452879928,-1.7831555254146614,-0.7471215506378329,-0.5088398314746805
2020-01-17,-2.1492952852560547,-0.8169164597722122,-0.8251839340997904,-2.109133012983808,-0.9225612953252975,-0.6818210277892666,-1.948417197786156,-0.7801419403587093,0.025237059474371208,-1.8402869065562053,-0.3616073067356095,-0.2326254639812552
2020-01-18,-1.8614423577070853,-0.8073645622959188,-0.9041122122460865,-2.09455332887612,-0.9202269710179364,-0.8480939093332429,-1.9653019022398557,-0.8217902053832037,0.16113766614520453,-2.0060430847366075,-0.6576866900207465,-0.5888543109469818
2020-01-19,-1.6178168330888163,-0.7008497985777169,-0.8350499688680773,-2.035694604145085,-0.9002337506144313,-0.967495628795893,-2.0290885635093923,-0.825344190665294,-0.07011255972210012,-1.8812561206642877,-0.772785467162736,-0.33675389617123686
2020-01-20,-1.5773375151522426,-0.8145840196907916,-0.7287160385876509,-1.9664681040485859,-0.9005366781963026,-0.9358490412592306,-2.0606066784896333,-0.8125720560577823,-0.931547050393671,-1.703096418946575,-0.7753407488946528,0.10825814034594781
2020-01-21,-1.5829596426434331,-0.8255798086460596,-0.6344405952462416,-1.8913557314789797,-0.9004297625791716,-0.8592129806299083,-2.107133419650941,-0.8261216249457511,-1.1255342066899414,-1.6628789335377256,-0.8062263280891248,-0.39923095548522575
2020-01-22,-1.4847598157973,-0.8258019457966711,-0.3307859696000753,-1.7902159228356547,-0.9003584855010842,-0.7702604102565879,-2.18968086364681,-0.8261216249457511,-0.9008598166292898,-1.7884176263092757,-0.822780109743716,-0.6907905656171747
2020-01-23,-1.3052265445786089,-0.8265794258238113,-0.4557557433317104,-1.6682865646313658,-0.9011959911686108,-0.7357057579192596,-2.154410592121302,-0.8212348951828771,-0.67728139920308,-2.0180707439243015,-0.7857840742337908,-0.9922149745881749
2020-01-24,-1.4469041573566161,-0.826690494399117,-0.44588970856342297,-1.5670927571580073,-0.9027640868865326,-0.6765180860939347,-2.152159298194143,-0.8167924135802644,-0.8252377048527777,-1.9526703470912177,-0.7808957091814283,0.024955394593962815
2020-01-25,-1.4787628798066972,-0.826690494399117,-1.0016763338435914,-1.5119599516989382,-0.905864639783333,-0.6917426606385992,-1.8639936755176534,-0.8072410781346471,-0.9041477345326163,-1.9695842428239108,-0.8225579113322449,0.1608704008208866
2020-01-26,-1.4191683284000745,-0.8263572886731998,-1.2965611508068364,-1.4833405717838488,-0.9260004143430126,-0.7637600301139214,-1.6201035000753117,-0.7007325817120069,-0.8351014585627573,-2.033481182258534,-0.8261130859157814,-0.0704043275168623
2020-01-27,-1.6028244931123083,-0.8264683572485055,-0.887668820965608,-1.4870124922257826,-0.9279070761818496,-0.7885641122372514,-1.5795802093864304,-0.8144601107388927,-0.728792113021864,-2.06505378762623,-0.8133366772561974,-0.9319300927939743
2020-01-28,-1.6013252591146572,-0.82035958560669,-0.7418707516120339,-1.4896584348971802,-0.927069570514323,-0.8053282504999157,-1.5852084442043304,-0.8254552527053591,-0.6345384664598344,-2.1116609669785418,-0.8268907803559299,-1.1259378032953093
2020-01-29,-1.573214621658703,-0.656866642756645,-0.6464990821852592,-1.5024021587838987,-0.8999664615716038,-0.8545942894759093,-1.4869019427183403,-0.8256773767854898,-0.33095404671934475,-2.1943511238939357,-0.8268907803559299,-0.9012396075169274
2020-01-30,-1.6669167465118828,-0.7361696055249414,-0.6136122996243026,-1.5545110297613747,-0.8854615761808257,-0.8792273089639062,-1.3071736442000632,-0.8264548110659471,-0.4558949270457555,-2.1590198750300855,-0.8220024153035673,-0.6776375004984398
2020-01-31,-1.852821762220594,-0.7998118991751286,-0.6377292735023378,-1.612991762682209,-0.8811493129565402,-0.9091632701472349,-1.4490051616111468,-0.8265658731060124,-0.44603117333577535,-2.1567646889323937,-0.8175584470741469,-0.8256094830842038
2020-02-01,-1.7261364894190916,-0.7925924417802558,-0.6234783343925894,-1.648630990500999,-0.8756787972133352,-0.8501466609572431,-1.4808984922459143,-0.8265658731060124,-1.0016892989979724,-1.868100868427747,-0.808003915380893,-0.904527873796611
2020-02-02,-1.602449684612896,-0.7851508472347714,-0.09509736124655173,-1.6750364183849233,-0.8690678482207324,-0.6626620126319361,-1.4212392031761722,-0.8262326869858164,-1.2965059376629249,-1.6237890411777203,-0.7014597770805379,-0.8354742819232545
2020-02-03,-1.5477276436986374,-0.8050321222144984,-0.36915388258785825,-1.6670985903707387,-0.8656287292030173,-0.5817493861192814,-1.6050948738942454,-0.8263437490258817,-0.887708145015983,-1.5831956914192544,-0.8152253637537011,-0.7291536722134839
2020-02-04,-1.5143696872509051,-0.8093637966514221,-0.4579481955024406,-1.654570861804133,-0.8638646215203549,-0.5374441635679538,-1.6035940112761384,-0.8202353368222892,-0.7419437846351707,-1.5888336566634855,-0.8262241851215167,-0.6348900388625529
2020-02-05,-1.4030515629253293,-0.7938141961086188,-0.8909574992217042,-1.630055392971207,-0.8858357808407843,-0.575591131247282,-1.5754528371866376,-0.6567520138461409,-0.6465941654386987,-1.490357197064244,-0.8264463835329878,-0.3312734523717645
2020-02-06,-1.4499026253519185,-0.7415008971396166,-0.8054518645632163,-1.5987900703847218,-0.8866911057778325,-0.6055270924306108,-1.6692567508183067,-0.736050310452778,-0.6137149864054329,-1.3103181735984573,-0.8272240779731364,-0.45622757099974226
2020-02-07,-1.6148183650935157,-0.7372802912779987,-0.30557276963667473,-1.5645008133166431,-0.8766588570370365,-0.5536951139246191,-1.8553637154635412,-0.7996888594102054,-0.6378263843631615,-1.452394897753087,-0.8273351771788718,-0.446362772160691
2020-02-08,-1.6474267045424216,-0.7303940396090429,-0.2869369261854665,-1.5531610590106633,-0.8666800661048057,-0.5011788848772926,-1.7285408242335207,-0.7924698268059597,-0.6235787401154125,-1.4843433674703979,-0.8273351771788718,-1.0020797734272255
2020-02-09,-1.4259148813895037,-0.7991454877232942,0.17018935141183164,-1.5277276100672532,-0.8689252940645578,-0.4597817271266314,-1.6047196582397192,-0.7850286701215834,-0.09531993031427063,-1.424580935881545,-0.8270018795616653,-1.2969276498388582
2020-02-10,-1.2227686747078101,-0.8162500483203777,0.11976295148503167,-1.4809106244325674,-0.8707250402862635,-0.38348779176797554,-1.5499381726788226,-0.8049087752932754,-0.369313088924822,-1.608754467193104,-0.8271129787674009,-0.8880865423981926
2020-02-11,-0.928918811168236,-0.8174718026487409,-0.028227570039273772,-1.3965644519280938,-0.8720258469613579,-0.31643123871731815,-1.5165439794259483,-0.8092401948558228,-0.4580868723146397,-1.6072510097946422,-0.8210025224519477,-0.7423067373322187
2020-02-12,-0.8082304743573411,-0.8244691228930023,-0.19266148284405663,-1.3108683086729103,-0.8769439653493858,-0.20746434001000108,-1.4051049300315268,-0.7936915092466782,-0.8909960629193101,-1.5790611835734853,-0.6574644916092754,-0.6469470152213931
2020-02-13,-0.7321443489765577,-0.8255798086460596,-0.5028934650024153,-1.2074605491683865,-0.890433152377419,-0.16025105265800768,-1.4520068868473606,-0.7413812883759133,-0.8055101974328178,-1.673027270977341,-0.7367893245044304,-0.6140643524245568
2020-02-14,-0.7763717519072584,-0.8090305909255048,-0.8734178818558602,-1.0866651663946947,-0.9019444004885281,-0.24886149776066224,-1.6171017748390994,-0.7371609308534313,-0.3057466761271737,-1.8594559883865938,-0.8004491693908783,-0.6381783051422371
2020-02-15,-0.704408520020016,-0.8143618825401802,-1.0378517946606436,-0.9508041100430603,-0.9154157682470394,-0.36603940296397824,-1.6497455367829195,-0.7302750843693815,-0.28711514134165683,-1.732413838216577,-0.79322772101807,-0.6239291512636075
2020-02-16,-0.7415145614618751,-0.826690494399117,-0.9578272904289827,-0.8522022464110706,-0.9198349470884558,-0.5420628547219534,-1.4279930849576528,-0.7990224871698134,0.16990544722074177,-1.608378602843489,-0.7857840742337908,-0.09561436899443669
2020-02-17,-0.5552347372537546,-0.826690494399117,-0.8054518645632163,-0.7560303301303638,-0.9215099584235088,-0.686439718943266,-1.2246262002041939,-0.8161260413398725,0.11949070603640075,-1.5535024077996356,-0.8056708320604473,-0.3696365589680737
